,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
297,9180,78,89,carum carvi,138,147,glucoside,,"From the water-soluble portion of the methanolic extract of caraway (fruit of Carum carvi L.), an aromatic compound, an aromatic compound glucoside and a glucide were isolated together with 16 known compounds.",foodb_scientific,1,carum carvi,48032.0,29610.0,Caraway,Herbs and Spices,Spices,FOOD00043
298,9294,85,101,prunus domestica,21,26,3-CQA,,"Neochlorogenic acid (3-CQA) and cryptochlorogenic acid (4-CQA), isolated from prune (Prunus domestica L.), were identified by NMR and MS analyses.",foodb_scientific,1,prunus domestica,3758.0,24774.0,Prunus_domestica,Fruits,Drupes,FOOD00147
299,9406,465,485,carthamus tinctorius,17,27,flavonoids,,"A total of eight flavonoids (1-8), including a novel quercetin-7-O-(6''-O-acetyl)-beta-D-glucopyranoside (6) and seven known flavonoids, luteolin (1), quercetin (2), luteolin 7-O-beta-D-glucopyranoside (3), luteolin-7-O-(6''-O-acetyl)-beta-D-glucopyranoside (4) quercetin 7-O-beta-D-glucopyranoside (5), acacetin 7-O-beta-D-glucuronide (7) and apigenin-6-C-beta-D-glucopyrano syl-8-C-beta-D-glucopyranoside (8), have been isolated from the leaves of the safflower (Carthamus tinctorius L.) and identified on the basis of spectroscopic and chemical studies.",foodb_scientific,1,carthamus tinctorius,4222.0,501305.0,Safflower,Herbs and Spices,Oilseed crops,FOOD00042
300,9445,913,925,ficus carica,967,983,chlorogenic acid,,"Whereas both Ficus carica (fig) and Prunus dulcis (almond) contain chlorogenic acid, furanocoumarins occur only in figs.",foodb_scientific,1,ficus carica,3494.0,19093.0,Ficus_carica,Fruits,Other fruits,FOOD00081
301,9464,641,649,zea mays,794,805,gallic acid,,Purple corn (Zea mays L.) (cereal) exhibited high free radical scavenging-linked antioxidant activity (77%) and had the highest total phenolic content (8 +/-,foodb_scientific,1,zea mays,4577.0,42269.0,Corn,Cereals and cereal products,Cereals,FOOD00205
302,9471,35,43,zea mays,9,24,hydroxamic acid,,"The main hydroxamic acid in maize (Zea mays L.) is 2-4-dihydroxy-7-methoxy-1,4-benzoxazin-3-one (DIMBOA).",foodb_scientific,1,zea mays,4577.0,42269.0,Corn,Cereals and cereal products,Cereals,FOOD00205
303,10078,1776,1784,zea mays,1753,1762,aluminium,,"Thus, the inoculation of seeds with Burkholderia isolates could prove to be a boon in sequestering aluminium toxicity in Zea mays.",foodb_scientific,0,zea mays,4577.0,42269.0,Corn,Cereals and cereal products,Cereals,FOOD00205
304,10591,360,368,zea mays,287,300,imidazolinone,,It has been reported that the imidazolinone enantiomers show different inhibiting activities to maize (Zea mays L.) seedlings and ALS.,foodb_scientific,0,zea mays,4577.0,42269.0,Corn,Cereals and cereal products,Cereals,FOOD00205
305,9474,306,325,hibiscus sabdariffa,384,394,flavonoids,,Hibiscus sabdariffa (HS) has been used for various purposes due to myriads of flavonoids present in it.,foodb_scientific,1,hibiscus sabdariffa,183260.0,503001.0,Roselle_(plant),Herbs and Spices,Herbs,FOOD00447
306,9980,260,279,hibiscus sabdariffa,204,223,protocatechuic acid,,"Previously, we found that protocatechuic acid (PCA), a polyphenolic compound from Hibiscus sabdariffa L. possessing free radical-scavenging capacity, protected against oxidative damage induced by tert-butylhydroperoxide (t-BHP) in rat primary hepatocytes.",foodb_scientific,1,hibiscus sabdariffa,183260.0,503001.0,Roselle_(plant),Herbs and Spices,Herbs,FOOD00447
307,9477,163,183,vaccinium corymbosum,196,207,polyphenols,,Blueberries (BB; Vaccinium corymbosum L.) contain polyphenols and other active components and have high antioxidant capacities.,foodb_scientific,1,vaccinium corymbosum,69266.0,23573.0,Vaccinium corymbosum,Fruits,Berries,FOOD00191
308,9757,577,597,vaccinium corymbosum,407,419,anthocyanins,,"In this review, we briefly yet critically assess the available evidence in support of an anti-diabetic role of anthocyanins derived from berries, especially bilberry (Vaccinium myrtillus L., also known as European blueberry, whortleberry, huckleberry and blaeberry) and blueberry (Vaccinium corymbosum, native to the United States).",foodb_scientific,1,vaccinium corymbosum,69266.0,23573.0,Vaccinium corymbosum,Fruits,Berries,FOOD00191
309,9501,73,90,camellia sinensis,20,21,O-methyltransferase,,The gene of a novel O-methyltransferase was isolated from tea cultivars (Camellia sinensis L.).,foodb_scientific,1,camellia sinensis,4442.0,506801.0,Tea,Teas,Teas,FOOD00038
310,11002,173,190,camellia sinensis,112,131,Flavonol glycosides,,Flavonol glycosides are a major ingredient of polyphenols in Camellia sinensis.,foodb_scientific,1,camellia sinensis,4442.0,506801.0,Tea,Teas,Teas,FOOD00038
311,11031,89,106,camellia sinensis,10,32,flavonol triglycosides,,"Two novel flavonol triglycosides, camelliaside A and B, have been isolated from seeds of Camellia sinensis.",foodb_scientific,1,camellia sinensis,4442.0,506801.0,Tea,Teas,Teas,FOOD00038
312,9512,15,34,carya illinoinensis,77,88,polyphenols,,The pecan nut [Carya illinoinensis (Wangenh) C. Koch] is a natural source of polyphenols with antioxidant properties.,foodb_scientific,1,carya illinoinensis,32201.0,19234.0,Pecan_nut,Nuts,Nuts,FOOD00044
313,9537,73,88,syzygium cumini,0,8,Catechin,,"Catechin is found in several natural sources, as Eugenia dysenterica and Syzygium cumini extracts.",foodb_scientific,1,syzygium cumini,260142.0,505419.0,Syzgium_cumini,Fruits,Tropical fruits,FOOD00386
314,9545,299,310,glycine max,345,358,isoflavonoids,,Soybean (Glycine max) is currently the major source of isoflavonoids in human diet.,foodb_scientific,1,glycine max,3847.0,26716.0,Soybean,Soy,Soy,FOOD00085
315,10587,1326,1337,glycine max,1400,1403,CO2,,"As an example, at 25°C, Rubisco from Hordeum vulgare and Glycine max presented, respectively, the highest and lowest potential for CO2 assimilation at both high and low chloroplastic CO2 concentrations.",foodb_scientific,0,glycine max,3847.0,26716.0,Soybean,Soy,Soy,FOOD00085
316,10785,15,26,glycine max,63,74,polyphenols,,"Black soybean (Glycine max L.), a cultivar containing abundant polyphenols in its seed coat such as anthocyanins and flavan-3-ols, has been reported to possess various health benefits toward lifestyle diseases.",foodb_scientific,1,glycine max,3847.0,26716.0,Soybean,Soy,Soy,FOOD00085
317,9572,59,75,raphanus sativus,122,158,4-methylthio-3-butenyl glucosinolate,,"Myrosinase is a cytosolic plant enzyme present in daikon ( Raphanus sativus, Japanese white radish) roots that hydrolyzes 4-methylthio-3-butenyl glucosinolate (MTBGLS) into the natural pungent agent 4-methylthio-3-butenyl isothiocyanate (MTBITC), which possesses antimicrobial, antimutagenic, and anticarcinogenic properties.",foodb_scientific,0,raphanus sativus,3726.0,23290.0,Radish,Vegetables,Root vegetables,FOOD00153
318,10611,113,129,raphanus sativus,0,12,Sulforaphene,,"Sulforaphene, a kind of isothiocyanates, derived from glucoraphenin which is the important ingredient of radish (Raphanus sativus L.) seeds, has shown significant pharmacological activities.",foodb_scientific,0,raphanus sativus,3726.0,23290.0,Radish,Vegetables,Root vegetables,FOOD00153
319,9593,317,331,lactuca sativa,262,272,Graveoline,,Graveoline and 8-MOP substantially inhibited growth of Lactuca sativa (lettuce) seedlings and reduced chlorophyll content at 100 microM; this effect was not due to a direct effect on chlorophyll synthesis.,foodb_scientific,0,lactuca sativa,4236.0,36607.0,Lettuce,Vegetables,Leaf vegetables,FOOD00095
320,11012,71,85,lactuca sativa,36,47,perchlorate,,"In previous studies trace levels of perchlorate were found in lettuce (Lactuca sativa L.) irrigated with Colorado River water, which is contaminated with low levels of perchlorate from aerospace and defense related industries.",foodb_scientific,0,lactuca sativa,4236.0,36607.0,Lettuce,Vegetables,Leaf vegetables,FOOD00095
321,11275,67,81,lactuca sativa,215,223,phenolic,,"In this study, the potential health benefits of crisphead lettuce (Lactuca sativa L.) before and after digestion were represented by the recovery, bioaccessibility, and change of bioactive compounds including total phenolic (TPC) and total flavonoids content (TFC), and bioactivities [in vitro antioxidant activities including 2,2-diphenyl-1-picrylhydrazyl (DPPH), 2, 2'-azinobis-(3-ethylbenzothiazoline-6-sulfonic acid) (ABTS) radical scavenging activities, ferric reducing antioxidant power (FRAP) and metal ion chelating activity (MIC)].",foodb_scientific,0,lactuca sativa,4236.0,36607.0,Lettuce,Vegetables,Leaf vegetables,FOOD00095
322,9682,0,17,agaricus bisporus,47,58,cholesterol,,Agaricus bisporus mushrooms were able to lower cholesterol levels in hypercholesterolaemic rats and it was suggested that dietary fibre might inhibit cholesterol absorption.,foodb_scientific,0,agaricus bisporus,5341.0,,Agaricus bisporus,Vegetables,Mushrooms,FOOD00547
323,10080,424,441,agaricus bisporus,497,507,ergosterol,,"Thus, the species Agaricus bisporus and Hygrophorus marzuolus presented high quantities of ergosterol (6.4-6.8 mg/g, dry matter) followed by Pleurotus ostreatus, Calocybe gambosa, Lentinus edodes, and Boletus edulis (3.3-4.0mg/g).",foodb_scientific,1,agaricus bisporus,5341.0,,Agaricus bisporus,Vegetables,Mushrooms,FOOD00547
324,9691,38,57,linum usitatissimum,156,172,tetrasaccharides,,Water extraction of semi-retted flax (Linum usitatissimum L.) fiber bundles yielded a mixture of pectic oligosaccharides and two acidic rhamnogalacturonide tetrasaccharides that were separated by size-exclusion chromatography.,foodb_scientific,0,linum usitatissimum,4006.0,29226.0,Flax,Herbs and Spices,Oilseed crops,FOOD00101
325,10982,221,240,linum usitatissimum,201,208,Ethanol,,"Ethanol extracts of Linum usitatissimum (oil flax) and Helianthus annuus (sunflower seeds) showed the strongest lipase inhibitory actions with ID(50) values of 1:370 and 1:166, respectively.",foodb_scientific,1,linum usitatissimum,4006.0,29226.0,Flax,Herbs and Spices,Oilseed crops,FOOD00101
326,11238,10,29,linum usitatissimum,73,80,lignans,,Flaxseed (Linum usitatissimum L.) is a major source of dietary intake of lignans by virtue of the high concentrations (0.7-1.5%) that are present in the seed.,foodb_scientific,1,linum usitatissimum,4006.0,29226.0,Flax,Herbs and Spices,Oilseed crops,FOOD00101
327,9693,62,68,allium,0,14,Thiosulfinates,,"Thiosulfinates, a natural antibiotic, existed in all parts of Allium, therefore might be accumulated in large amounts in food waste (FW).",foodb_scientific,1,allium,4678.0,42634.0,Allium haematochiton,Vegetables,Onion-family vegetables,FOOD00005
328,9694,648,663,punica granatum,508,520,punicalagins,,"More than 65 punicalagins, ellagic acid derivatives, flavonoids, anthocyanins, and phenylpropanoids were simultaneously detected from four centuries old Punica granatum L. ecotypes from northern Italy and compared with those of P. granatum cv.",foodb_scientific,1,punica granatum,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
329,10498,13,28,punica granatum,99,110,polyphenols,,Pomegranate (Punica granatum L.) juice (PJ) contains different types of antioxidants and bioactive polyphenols and has been reported to promote cardiovascular health through several mechanisms.,foodb_scientific,1,punica granatum,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
330,11178,193,208,punica granatum,252,266,(poly)phenolic,,"Pomegranate (Punica granatum L.) has been described as a rich source of (poly)phenolic components, with a broad array of different structures (phenolic acids, flavonoids, and hydrolyzable tannins) and a quick, high throughput, and accurate screening of its complete profile is still lacking.",foodb_scientific,1,punica granatum,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
331,9723,8,22,musa acuminata,161,177,arabinogalactans,,"Banana (Musa acuminata and M. acuminata x M. balbisiana) fruit cell walls are rich in mannans, homogalacturonans and xylogalacturonan, rhamnogalacturonan-I, and arabinogalactans, certain forms of which is considered to have immunomodulatory activity.",foodb_scientific,1,musa acuminata,4641.0,42390.0,Banana,Fruits,Tropical fruits,FOOD00208
332,11119,145,159,musa acuminata,0,57,"2-(4-Hydroxyphenyl)naphthalene-1,8-dicarboxylic anhydride",,"2-(4-Hydroxyphenyl)naphthalene-1,8-dicarboxylic anhydride, a component of the phytoalexin that has been isolated from the peel of unripe banana (Musa acuminata), was synthesized from 3-bromoacenaphthene.",foodb_scientific,1,musa acuminata,4641.0,42390.0,Banana,Fruits,Tropical fruits,FOOD00208
333,9736,356,374,averrhoa carambola,425,433,Cd (7.57,,"The carambola (Averrhoa carambola) accumulated exceptionally high concentrations of Cd (7.57, 10.84, 9.01 and 2.15 mg/kg dw in root, twig, leaf and fruit, respectively), being 6.0-24 times and 4.0-10 times",foodb_scientific,1,averrhoa carambola,28974.0,506371.0,Averrhoa carambola,Fruits,Tropical fruits,FOOD00023
334,9774,15,32,tamarindus indica,155,171,ammonium acetate,,The complex of Tamarindus indica Kunitz-type trypsin inhibitor and porcine trypsin has been crystallized by the sitting-drop vapour-diffusion method using ammonium acetate as precipitant and sodium acetate as buffer.,foodb_scientific,0,tamarindus indica,58860.0,26980.0,Tamarind,Fruits,Tropical fruits,FOOD00180
335,9778,0,13,lupinus albus,138,145,glucose,,"Lupinus albus seeds contain conglutin gamma (Cγ) protein, which exerts a hypoglycemic effect and positively modifies proteins involved in glucose homeostasis.",foodb_scientific,0,lupinus albus,3870.0,503572.0,White_lupine,Pulses,Other pulses,FOOD00403
336,9779,34,52,papaver somniferum,83,91,morphine,,Three white poppy seed samples of Papaver somniferum L were found to contain total morphine (free and bound) in the range 58.4 to 62.2 micrograms/g seeds and total codeine (free and bound) in the range 28.4 to 54.1 micrograms/g seeds.,foodb_scientific,1,papaver somniferum,3469.0,18894.0,Opium_poppy,Herbs and Spices,Spices,FOOD00438
337,10828,157,175,papaver somniferum,15,22,codeine,,"In addition to codeine and morphine, three more compounds: narcotine (noscapine), papaverine, and thebaine were found in Indian and Netherlands poppy seeds (Papaver somniferum L).",foodb_scientific,1,papaver somniferum,3469.0,18894.0,Opium_poppy,Herbs and Spices,Spices,FOOD00438
338,9791,284,299,empetrum nigrum,219,225,Carbon,,Carbon content ranged from 40.3% (Corydalis conorhiza) to 51.7% (Empetrum nigrum) with mean value 43.4%.,foodb_scientific,1,empetrum nigrum,191066.0,23743.0,Empetrum nigrum,Fruits,Berries,FOOD00075
339,9796,12,31,vaccinium myrtillus,79,91,anthocyanins,,"Bilberries (Vaccinium myrtillus L.) and their major polyphenolic constituents, anthocyanins, have preventive activities inter alia against colon cancer and inflammatory bowel diseases.",foodb_scientific,1,vaccinium myrtillus,180763.0,23605.0,Bilberry,Fruits,Berries,FOOD00193
340,9817,21,35,sambucus nigra,148,160,anthocyanins,,"European elderberry (Sambucus nigra), recognized in Europe for its health-promoting properties for many generations, is known to contain a range of anthocyanins, flavonoids, and other polyphenolics that contribute to the high antioxidant capacity of its berries.",foodb_scientific,1,sambucus nigra,4202.0,35324.0,Sambucus nigra,Fruits,Berries,FOOD00166
341,9822,1581,1596,sorghum bicolor,1621,1630,cisplatin,,"Hence, this protective effect of Sorghum bicolor leaf sheath dye against cisplatin-induced hepatotoxicity in rats reflects its potential and beneficial role in the prevention of liver damage associated with cisplatin administration.",foodb_scientific,0,sorghum bicolor,4558.0,42108.0,Sorghum,Cereals and cereal products,Cereals,FOOD00177
342,9836,80,95,cancer magister,0,11,Domoic acid,,Domoic acid has been found in razor clams (Siliqua patula) and dungeness crabs (Cancer magister) in Washington State and elsewhere on the West Coast of the United States.,foodb_scientific,1,cancer magister,29965.0,98675.0,Dungeness crab,Aquatic foods,Crustaceans,FOOD00354
343,9840,147,162,theobroma cacao,9,21,procyanidins,,"The main procyanidins, including dimeric B2 and B5, trimeric C1, tetrameric and pentameric procyanidins, were isolated from unroasted cocoa beans (Theobroma cacao L.) using various techniques of countercurrent chromatography, such as high-speed countercurrent chromatography (HSCCC), low-speed rotary countercurrent chromatography (LSRCCC) and spiral-coil LSRCCC.",foodb_scientific,1,theobroma cacao,3641.0,505487.0,Cocoa_bean,Cocoa and cocoa products,Cocoa,FOOD00182
344,9916,49,62,olea europaea,81,95,hydroxytyrosol,,"Phenolic compounds derived from the olive plant (Olea europaea L.), particularly hydroxytyrosol and oleuropein, have many beneficial effects in vitro.",foodb_scientific,1,olea europaea,4146.0,32990.0,Olive,Vegetables,Fruit vegetables,FOOD00121
345,9927,350,370,siraitia grosvenorii,8,30,cucurbitane glycosides,,"Six new cucurbitane glycosides, mogroside II B (2), 11-deoxymogroside III (4), 7-oxomogroside II E (5), 7-oxomogroside V (6), 11-oxomogroside II A1 (7), and 11-oxomogroside IV A (8), and two known but new naturally occurring cucurbitane glycosides, mogroside II A1 (1) and mogroside III A2 (3), were isolated from an ethanol extract of the fruits of Siraitia grosvenorii.",foodb_scientific,1,siraitia grosvenorii,,,,Fruits,Berries,FOOD00983
346,9943,205,221,mangifera indica,117,133,Barium carbonate,,Barium carbonate nanoparticles (BaCO3 NPs) were synthesized using an aqueous extract of Mangifera indica seed as a reducing agent.,foodb_scientific,0,mangifera indica,29780.0,28803.0,Mango,Fruits,Tropical fruits,FOOD00106
347,9945,7,26,phoenix dactylifera,104,110,sugars,,Dates (Phoenix dactylifera L.) are distributed worldwide as major food complement providing a source of sugars and dietary fiber as well as macro- and micronutrients.,foodb_scientific,1,phoenix dactylifera,42345.0,42458.0,Date_(fruit)#Dates,Fruits,Other fruits,FOOD00135
348,9959,879,896,citrus reticulata,799,807,Linalool,,"Linalool, used at levels similar to those present in resistant Ponkan mandarin (Citrus reticulata Blanco) leaves, was able to inhibit growth of XCC in vitro.",foodb_scientific,1,citrus reticulata,85571.0,28888.0,Mandarin_orange,Fruits,Citrus,FOOD00056
349,9975,121,135,mytilus edulis,19,32,dodecapeptide,,"A novel osteogenic dodecapeptide peptide (PIE), IEELEEELEAER, was purified from the protein hydrolysate of blue mussels (Mytilus edulis).",foodb_scientific,1,mytilus edulis,6550.0,79454.0,Blue mussel,Aquatic foods,Mollusks,FOOD00304
350,10233,485,499,mytilus edulis,546,555,carbonate,,"In the case of the blue mussel Mytilus edulis, high body fluid pCO(2) causes low pH and low carbonate concentrations in the extrapallial fluid, which is in direct contact with the inner shell surface.",foodb_scientific,0,mytilus edulis,6550.0,79454.0,Blue mussel,Aquatic foods,Mollusks,FOOD00304
351,9994,833,851,coriandrum sativum,761,763,Cd,,"However, Cd and Pb in Malva parviflora and Cd in Brassica rapa, and Cr and Ni in Coriandrum sativum exceeded their permissible limits.",foodb_scientific,0,coriandrum sativum,4047.0,29622.0,Coriander,Herbs and Spices,Herbs,FOOD00061
352,10004,313,328,brassica juncea,293,301,Sinapine,,Sinapine content in Brassica juncea germplasm ranges from 6.7 to 15.1 mg/g of dry seed weight (DSW) which is significantly higher than the prescribed permissible level of 3.0 mg/g of DSW.,foodb_scientific,1,brassica juncea,3707.0,23059.0,Brassica juncea,Vegetables,Cabbages,FOOD00027
353,10005,642,658,nelumbo nucifera,548,556,catechin,,"The catechin level was 0.0025% in the lotus rhizome, and 0.011% in the knot of the lotus rhizome (Nelumbo nucifera cv. '",foodb_scientific,1,nelumbo nucifera,4432.0,18400.0,Nelumbo_nucifera,Vegetables,Other vegetables,FOOD00402
354,10127,197,213,nelumbo nucifera,11,35,alkyl 4-hydroxybenzoates,,"Four known alkyl 4-hydroxybenzoates, i.e., methyl 4-hydroxybenzoate (1), ethyl 4-hydroxybenzoate (2), propyl 4-hydroxybenzoate (3), and butyl 4-hydroxybenzoate (4), were isolated from the seeds of Nelumbo nucifera Gaertner (Nymphaeaceae) for the first time.",foodb_scientific,1,nelumbo nucifera,4432.0,18400.0,Nelumbo_nucifera,Vegetables,Other vegetables,FOOD00402
355,10023,584,603,colocasia esculenta,633,662,"2, 3-dimethylmaleic anhydride",,"Using a bioassay driven protocol, we have now isolated a bioactive molecule from the root stock of Colocasia esculenta (L.) and characterized it as 2, 3-dimethylmaleic anhydride (3, 4-dimethyl-2, 5-furandione) based on various physico-chemical and spectroscopic techniques (IR, (1)H NMR, (13)C NMR and Mass).",foodb_scientific,1,colocasia esculenta,4460.0,42549.0,Taro,Vegetables,Root vegetables,FOOD00488
356,11034,1326,1345,colocasia esculenta,1299,1308,flavonoid,,These results suggest that flavonoid derivatives from Colocasia esculenta,foodb_scientific,1,colocasia esculenta,4460.0,42549.0,Taro,Vegetables,Root vegetables,FOOD00488
357,10040,39,56,pimpinella anisum,0,6,Fennel,,"Fennel, Foeniculum vulgare, and anise, Pimpinella anisum, are plants which have been used as estrogenic agents for millennia.",foodb_scientific,0,pimpinella anisum,271192.0,29822.0,Anise,Herbs and Spices,Herbs,FOOD00137
358,10045,123,128,rubus,8,14,"ursane-type triterpenoids (1, 2)",,"Two new ursane-type triterpenoids (1, 2) attached to isopropylidenedioxy group were isolated from the seeds of blackberry (Rubus fructicosus L., Rosaceae) along with two known ursane-type triterpenoids, 2,3-O-isopropylidenyl-2α,3α,19α-trihydroxyurs-12-en-28-oic acid (3) and 1β-hydroxyeuscaphic acid (4).",foodb_scientific,1,rubus,23216.0,24848.0,Rubus,Fruits,Berries,FOOD00160
359,10065,621,640,momordica charantia,598,607,Metformin,,"Promising results are obtained by treatment with Metformin, or possibly Momordica charantia extract, which will correct insulin resistance, with Meldonium improving the transportation of glucose into the mitochondria, with sodium dichloroacetate activating pyruvate dehydrogenase, and with nutraceutical support reducing oxidative and inflammatory impairment.",foodb_scientific,0,momordica charantia,3673.0,22399.0,Bitter melon,Gourds,Gourds,FOOD00115
360,10072,210,219,spirulina,0,15,Phycocyanobilin,,"Phycocyanobilin is a dark blue linear tetrapyrrole chromophore covalently attached to protein subunits of phycobiliproteins present in the light-harvesting complexes of the cyanobacteria Arthrospira platensis (Spirulina ""superfood"").",foodb_scientific,0,spirulina,551299.0,1053.0,,Aquatic foods,Seaweed,FOOD00480
361,10079,673,694,cantharellus cibarius,779,789,ergosterol,,"In contrast, other species, such as Cantharellus cibarius, Lactarius deliciosus and Craterellus cornucopioides, contained significantly lower ergosterol amounts (0.2-0.4 mg/g).",foodb_scientific,1,cantharellus cibarius,36066.0,,Chanterelle,Vegetables,Mushrooms,FOOD00569
362,10115,34,48,prunus persica,2,10,methanol,,A methanol extract of the seed of Prunus persica (Rosaceae) was found to inhibit histamine release in human mast cells.,foodb_scientific,1,prunus persica,3760.0,24765.0,Peach,Fruits,Drupes,FOOD00149
363,10147,775,796,levisticum officinale,639,649,phthalides,,"In the first half of the last century, phthalides were isolated from Cnidium officinale and Ligusticum acutilobum, species widely used in Asian traditional medicine, and from Levisticum officinale, a species used as food and condiment.",foodb_scientific,1,levisticum officinale,48042.0,29673.0,Lovage,Herbs and Spices,Herbs,FOOD00100
364,10156,8,23,citrus sinensis,66,77,polyphenols,,Peel of Citrus sinensis contains significant amounts of bioactive polyphenols that could be used as ingredients for a number of value-added products with health benefits.,foodb_scientific,1,citrus sinensis,2711.0,28889.0,Sweet_orange,Fruits,Citrus,FOOD00057
365,10160,45,61,apium graveolens,109,124,linalyl acetate,,"The present study reports the formulation of Apium graveolens essential oil (AGEO) with its major components linalyl acetate (LA) and geranyl acetate (GA) (1:1:1) as a novel green preservative for protection of postharvest food commodities from fungal infestations, aflatoxin B",foodb_scientific,1,apium graveolens,4045.0,182184.0,Wild celery,Herbs and Spices,Spices,FOOD00015
366,10194,63,76,brassica rapa,31,38,ethanol,,We previously demonstrated the ethanol extract of the roots of Brassica rapa protects against cisplatin-induced nephrotoxicity by attenuating oxidative stress.,foodb_scientific,1,brassica rapa,3711.0,23063.0,Chinese_cabbage,Vegetables,Cabbages,FOOD00035
367,10197,907,917,bos taurus,637,678,Tricine-sodium dodecyl sulfate polyacrylamide gel,,Tricine-sodium dodecyl sulfate polyacrylamide gel electrophoresis and high-performance liquid chromatography coupled to electrospray ionization tandem mass spectrometry confirmed that two peptides components of P5-a corresponded to fractions of 20-78 and 191-277 amino acids in Bos taurus lactoferrin molecule (GI: 221706349).,foodb_scientific,0,bos taurus,9913.0,183838.0,Cattle,Animal foods,Bovines,FOOD00495
368,10229,12,30,trifolium pratense,44,55,isoflavones,,Red clover (Trifolium pratense L.) contains isoflavones that are of interest because of their benefits for human health as well as their adverse effects on the fertility of farm animals.,foodb_scientific,1,trifolium pratense,,,,Herbs and Spices,Herbs,FOOD00930
369,10792,12,30,trifolium pratense,43,51,Phenolic compounds,,Red clover (Trifolium pratense) is rich in phenolic compounds.,foodb_scientific,1,trifolium pratense,,,,Herbs and Spices,Herbs,FOOD00930
370,10246,16,28,ribes nigrum,60,69,phenolics,,"Black currants (Ribes nigrum L.) contain a diverse range of phenolics and possess a high antioxidant activity, which makes them an interesting target for the functional food industry.",foodb_scientific,1,ribes nigrum,78511.0,24488.0,Blackcurrant,Fruits,Berries,FOOD00155
371,10299,18,34,ipomoea aquatica,81,88,phenols,,"The plant species Ipomoea aquatica contains various bioactive constituents, e.g. phenols and flavonoids, which have several medical uses.",foodb_scientific,1,ipomoea aquatica,89636.0,30759.0,Ipomoea_aquatica,Vegetables,Leaf vegetables,FOOD00091
372,10350,71,85,equus caballus,128,141,carbohydrates,,Spring and late fall grazing can lead to metabolic problems in horses (Equus caballus L.) as a result of elevated nonstructural carbohydrates (NSC) in pastures.,foodb_scientific,0,equus caballus,9796.0,180691.0,Horse,Animal foods,Equines,FOOD00378
373,10380,148,164,moringa oleifera,0,12,Sulforaphane,,"Sulforaphane (SFN) and moringin (GMG-ITC) are edible isothiocyanates present as glucosinolate precursors in cruciferous vegetables and in the plant Moringa oleifera respectively, and recognized for their chemopreventive and medicinal properties.",foodb_scientific,1,moringa oleifera,3735.0,503874.0,Horseradish_tree,Vegetables,Other vegetables,FOOD00379
374,10619,487,503,moringa oleifera,567,574,calcium,,"Cediya (Ficus thonningii), dorowa (Parkia biglobosa) and zogale (Moringa oleifera) were good sources of protein and fat and excellent sources of calcium and iron or copper and zinc.",foodb_scientific,1,moringa oleifera,3735.0,503874.0,Horseradish_tree,Vegetables,Other vegetables,FOOD00379
375,10397,341,356,annona squamosa,618,626,α-pinene,,"Annona squamosa L., comprised mainly of α-pinene (1.0-11.9%), limonene (0.8-11.7%), β-cubebene (0.5-13.0%), β-caryophyllene (11.6-24.5%), spathulenol (0.8-9.0%), caryophyllene oxide (1.0-10.6%) and α-cadinol (3.3-7.8%).",foodb_scientific,1,annona squamosa,301693.0,18100.0,Sugar_apple,Fruits,Tropical fruits,FOOD00485
376,11074,127,142,annona squamosa,8,31,annonaceous acetogenins,,Two new annonaceous acetogenins named as squamostanin-C and squamostanin-D were isolated from 95% EtOH extract of the seeds of Annona squamosa.,foodb_scientific,1,annona squamosa,301693.0,18100.0,Sugar_apple,Fruits,Tropical fruits,FOOD00485
377,10418,84,101,brassica oleracea,0,8,Selenium,,Selenium (Se) is a micronutrient in mammalian nutrition and is accumulated in kale (Brassica oleracea L. var.,foodb_scientific,1,brassica oleracea,3712.0,23062.0,Brassica_oleracea,Vegetables,Cabbages,FOOD00030
378,10444,44,51,opuntia,137,145,betalain,,"Xoconostle, the acidic cactus pear fruit of Opuntia joconostle of the Cactaceae family, is the source of several phytochemicals, such as betalain pigments and numerous phenolic compounds.",foodb_scientific,1,opuntia,106975.0,19686.0,Opuntia,Fruits,Tropical fruits,FOOD00440
379,10512,80,100,petroselinum crispum,12,32,flavonoid glycosides,,Twenty-nine flavonoid glycosides were identified in the aqueous extract (PC) of Petroselinum crispum var.,foodb_scientific,1,petroselinum crispum,4043.0,29817.0,Parsley,Herbs and Spices,Herbs,FOOD00131
380,10604,70,85,vigna angularis,104,120,ammonium sulfate,,"7S globulin (vicilin), the major seed storage protein in adzuki bean [Vigna angularis], was purified by ammonium sulfate fractionation, gel filtration column chromatography, and anion-exchange column chromatography that resulted in two fractions.",foodb_scientific,0,vigna angularis,3914.0,505691.0,Azuki bean,Pulses,Beans,FOOD00198
381,10645,704,722,katsuwonus pelamis,629,640,amino acids,,"Bullet tuna Mb consisted of 147 amino acids, and the sequence identity was very close to that of skipjack (Katsuwonus pelamis)",foodb_scientific,0,katsuwonus pelamis,8226.0,172401.0,Skipjack tuna,Aquatic foods,Fishes,FOOD00476
