,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
3785,5958,889.0,895.0,fishes,931.0,933.0,Sr,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3786,5959,889.0,895.0,fishes,935.0,937.0,Mo,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3787,5960,889.0,895.0,fishes,939.0,941.0,Ag,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3788,5961,889.0,895.0,fishes,943.0,945.0,Cd,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3789,5963,889.0,895.0,fishes,951.0,953.0,Cs,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3790,5964,889.0,895.0,fishes,955.0,957.0,Ba,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3791,5966,889.0,895.0,fishes,967.0,969.0,Pb,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3792,5967,889.0,895.0,fishes,1059.0,1061.0,Cr,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3793,5969,889.0,895.0,fishes,1071.0,1073.0,Hg,CIDs00023931,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3794,5970,889.0,895.0,fishes,1103.0,1115.0,delta(15)N).,,"In addition to these overall trends, the present study revealed that the biomagnification profiles of trace metals differ between crustaceans and fishes; concentrations of Mn, Cu, Zn, As, Sr, Mo, Ag, Cd, Sb, Cs, Ba, Tl, and Pb were significantly higher in crustaceans, whereas fishes showed higher concentrations of Cr, Rb, and Hg (trophic level determined by delta(15)N).",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3795,6657,888.0,894.0,fishes,764.0,767.0,AMP,,"Earlier AMP prediction servers are based on multi-phyla/species data, and we report here the world's first AMP prediction server in fishes.",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3796,11010,233.0,239.0,fishes,110.0,117.0,mercury,CIDs00023931,"While the mercury-size trend is consistent with data for other species, the latitudinal trend is opposite to that reported for other fishes over the same geographical area.",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3797,13979,991.0,997.0,fishes,1006.0,1007.0,H,,"On the other hand, DBT residue in red sea bream was about 1.4-fold higher in sea perch for the L-group but concentrations were similar in both fishes for the H-group.",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3798,15120,274.0,280.0,fishes,164.0,166.0,Hg,CIDs00023931,High atmospheric Hg emissions and ubiquitous reservoir fisheries may lead to elevated Hg bioaccumulation in Chinese freshwater fishes.,butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3799,15781,690.0,696.0,fishes,597.0,610.0,4-nonylphenol,CIDs00001752,"Here we show that acute exposure to low, environmentally relevant dosages of the ubiquitous contaminant, 4-nonylphenol, can seriously affect social recognition and ultimately social organization in fishes.",butter|foodb_non_scientific,0,fishes,,,Fishes,Aquatic foods,Fishes,FOOD00865
3800,16381,601.0,612.0,lingonberry,667.0,675.0,phenolic,,Lingonberry and blueberry plants were found to be rich sources of phenolic compounds.,butter|foodb_non_scientific,1,lingonberry,180772.0,505637.0,Vaccinium vitis-idaea,Fruits,Berries,FOOD00194
3801,16387,278.0,289.0,pomegranate,293.0,304.0,punicalagin,CIDs16148440,"One promising compound from pomegranate is punicalagin, a natural antibiotic.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3802,17279,0.0,11.0,pomegranate,44.0,52.0,phenolic,,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3803,17280,0.0,11.0,pomegranate,85.0,92.0,tannins,,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3804,17281,0.0,11.0,pomegranate,94.0,103.0,punicalin,CIDs05464368,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3805,17282,0.0,11.0,pomegranate,105.0,116.0,punicalagin,CIDs16148440,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3806,17283,0.0,11.0,pomegranate,118.0,130.0,ellagic acid,CIDs05281855,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3807,17284,0.0,11.0,pomegranate,136.0,147.0,gallic acid,CIDs00000370,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3808,17285,0.0,11.0,pomegranate,150.0,160.0,flavonoids,,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3809,17286,0.0,11.0,pomegranate,162.0,174.0,anthocyanins,,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3810,17287,0.0,11.0,pomegranate,179.0,188.0,catechins,CIDs00001203,"Pomegranate peel has substantial amounts of phenolic compounds, such as hydrolysable tannins (punicalin, punicalagin, ellagic acid, and gallic acid), flavonoids (anthocyanins and catechins), and nutrients, which are responsible for its biological activity.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3811,971,102.0,113.0,pomegranate,53.0,65.0,azoxystrobin,CIDs03034285,"The dissipation behavior and degradation kinetics of azoxystrobin, carbendazim, and difenoconazole in pomegranate are reported.",butter|foodb_non_scientific,0,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3812,972,102.0,113.0,pomegranate,67.0,78.0,carbendazim,CIDs00025429,"The dissipation behavior and degradation kinetics of azoxystrobin, carbendazim, and difenoconazole in pomegranate are reported.",butter|foodb_non_scientific,0,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3813,973,102.0,113.0,pomegranate,84.0,98.0,difenoconazole,CIDs00086173,"The dissipation behavior and degradation kinetics of azoxystrobin, carbendazim, and difenoconazole in pomegranate are reported.",butter|foodb_non_scientific,0,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3814,3023,412.0,423.0,pomegranate,288.0,317.0,"2,2-Diphenyl-1-picrylhydrazyl",,"2,2-Diphenyl-1-picrylhydrazyl (DPPH) and ferric reducing/antioxidant power (FRAP) assays indicated the superior activity of pomegranate peels and seeds, grape pomace and pecan nut shell.",butter|foodb_non_scientific,0,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3815,3024,412.0,423.0,pomegranate,319.0,323.0,DPPH,CIDs00015911,"2,2-Diphenyl-1-picrylhydrazyl (DPPH) and ferric reducing/antioxidant power (FRAP) assays indicated the superior activity of pomegranate peels and seeds, grape pomace and pecan nut shell.",butter|foodb_non_scientific,0,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3816,3025,412.0,423.0,pomegranate,329.0,335.0,ferric,,"2,2-Diphenyl-1-picrylhydrazyl (DPPH) and ferric reducing/antioxidant power (FRAP) assays indicated the superior activity of pomegranate peels and seeds, grape pomace and pecan nut shell.",butter|foodb_non_scientific,0,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3817,11402,274.0,285.0,pomegranate,303.0,309.0,silica,CIDs00024261,"Herein, we report a sensitive and reliable strategy for the dual-modal RABV detection using pomegranate-shaped dendritic silica nanospheres fabricated with densely incorporated quantum dots (QDs) and horseradish peroxidase (HRP)-labeled antibody.",butter|foodb_non_scientific,0,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
3818,16754,19.0,35.0,prunus tomentosa,95.0,104.0,amygdalin,CIDs00656516,Apricot-kernel and Prunus Tomentosa Thunb. are traditional Chinese herb medicines that contain amygdalin as their major effective ingredient.,foodb_scientific,1,prunus tomentosa,105667.0,504627.0,Prunus tomentosa,Fruits,Berries,FOOD00885
3819,16897,12.0,29.0,solanum tuberosum,155.0,166.0,amino acids,,"The potato (Solanum tuberosum L.) is a tuber that is largely used for food and is a source of different bioactive compounds such as starch, dietary fiber, amino acids, minerals, vitamins, and phenolic compounds.",foodb_scientific,1,solanum tuberosum,4113.0,505272.0,Potato,Vegetables,Tubers,FOOD00175
3820,16898,12.0,29.0,solanum tuberosum,192.0,200.0,phenolic,,"The potato (Solanum tuberosum L.) is a tuber that is largely used for food and is a source of different bioactive compounds such as starch, dietary fiber, amino acids, minerals, vitamins, and phenolic compounds.",foodb_scientific,1,solanum tuberosum,4113.0,505272.0,Potato,Vegetables,Tubers,FOOD00175
3821,9971,65.0,82.0,solanum tuberosum,123.0,136.0,thiabendazole,CIDs00005430,Fusarium dry rot is a significant postharvest disease of potato (Solanum tuberosum L.) and is often controlled by applying thiabendazole to tubers prior to storage.,foodb_scientific,0,solanum tuberosum,4113.0,505272.0,Potato,Vegetables,Tubers,FOOD00175
3822,18845,8.0,25.0,solanum tuberosum,61.0,73.0,carbohydrate,,"Potato (Solanum tuberosum L.) , as one of the most important carbohydrate food crops in the China ranking thefourth after rice, wheat and maize, plays a significant role in national economy.",foodb_scientific,0,solanum tuberosum,4113.0,505272.0,Potato,Vegetables,Tubers,FOOD00175
3823,23390,13.0,30.0,solanum tuberosum,142.0,150.0,phenolic,,"In potatoes (Solanum tuberosum L.), mechanical damage can cause the formation of black spots in the tuber flesh as the result of oxidation of phenolic compounds.",foodb_scientific,0,solanum tuberosum,4113.0,505272.0,Potato,Vegetables,Tubers,FOOD00175
3824,17393,60.0,66.0,pulses,0.0,11.0,Phytic acid,CIDs00000890,Phytic acid (PA) is an anti-nutrient present in cereals and pulses.,butter|foodb_non_scientific,1,pulses,,,Pulse_(legume),Pulses,Pulses,FOOD00867
3825,17579,16.0,36.0,malpighia emarginata,130.0,140.0,vitamin C.,CIDs23675738;CIDs09888239;CIDs11020241,Acerola cherry (Malpighia emarginata D.C.) is a tropical fruit of great economic and nutritional value due to its high content of vitamin C.,foodb_scientific,1,malpighia emarginata,151847.0,29280.0,Malpighia emarginata,Fruits,Tropical fruits,FOOD00281
3826,23282,551.0,571.0,malpighia emarginata,542.0,549.0,Acerola,,"Acerola (Malpighia emarginata DC.) is a super-fruit characterised by a considerable amount of ascorbic acid, ranging from 1.0% to 4.5%.",foodb_scientific,1,malpighia emarginata,151847.0,29280.0,Malpighia emarginata,Fruits,Tropical fruits,FOOD00281
3827,23283,551.0,571.0,malpighia emarginata,636.0,649.0,ascorbic acid,CIDs11020241;CIDs09888239,"Acerola (Malpighia emarginata DC.) is a super-fruit characterised by a considerable amount of ascorbic acid, ranging from 1.0% to 4.5%.",foodb_scientific,1,malpighia emarginata,151847.0,29280.0,Malpighia emarginata,Fruits,Tropical fruits,FOOD00281
3828,17628,508.0,515.0,cassava,418.0,422.0,Iron,,"Iron, which prevents tiredness and weakness, is found in meat, peas, beans, spinach, cassava leaves, and pumpkin leaves.",butter|foodb_non_scientific,1,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
3829,930,208.0,215.0,cassava,232.0,237.0,sugar,,"Hyperspectral techniques in terms of spectroscopy and hyperspectral imaging have become reliable analytical tools to effectively describe quality attributes of roots and tubers (such as potato, sweet potato, cassava, yam, taro, and sugar beet).",butter|foodb_non_scientific,0,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
3830,9410,885.0,892.0,cassava,902.0,907.0,sugar,,"Considering the emerging reports from commercially important storage root crops (sweet potato, cassava, carrot, sugar beet and radish), we propose the function of auxin and related gene regulatory network in storage root development.",butter|foodb_non_scientific,0,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
3831,15283,32.0,39.0,cassava,94.0,109.0,cyanoglycosides,,"During the process of producing cassava starch from Manihot esculenta roots, large amounts of cyanoglycosides were released, which rapidly decayed to CN- following enzymatic hydrolysis.",butter|foodb_non_scientific,0,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
3832,15284,32.0,39.0,cassava,150.0,153.0,CN-,,"During the process of producing cassava starch from Manihot esculenta roots, large amounts of cyanoglycosides were released, which rapidly decayed to CN- following enzymatic hydrolysis.",butter|foodb_non_scientific,0,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
3833,18481,36.0,43.0,cassava,27.0,32.0,konzo,,Soils in areas affected by konzo (a cassava cyanide intoxication paralytic disorder) are predominantly infertile and probably unable to supply cultivated cassava with the nutrients it needs to achieve optimal growth.,butter|foodb_non_scientific,0,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
3834,18482,36.0,43.0,cassava,36.0,51.0,cassava cyanide,,Soils in areas affected by konzo (a cassava cyanide intoxication paralytic disorder) are predominantly infertile and probably unable to supply cultivated cassava with the nutrients it needs to achieve optimal growth.,butter|foodb_non_scientific,0,cassava,3983.0,503688.0,Cassava,Vegetables,Tubers,FOOD00323
3835,17630,405.0,409.0,eggs,322.0,331.0,Vitamin A,CIDs00445354,"Vitamin A is also contained in squash, sweet potatoes, carrots, mangoes, milk, eggs, and liver.",butter|foodb_non_scientific,1,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3836,819,1023.0,1027.0,eggs,891.0,898.0,cadmium,CIDs00002514,The cadmium concentrations were less than 5 micrograms/kg (wet weight) leading to the conclusion that no accumulation took place in the eggs.,butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3837,825,111.0,115.0,eggs,18.0,49.0,n-3 polyunsaturated fatty acids,,Quantification of n-3 polyunsaturated fatty acids (PUFA) is an important aspect in quality control of designer eggs.,butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3838,826,111.0,115.0,eggs,51.0,55.0,PUFA,,Quantification of n-3 polyunsaturated fatty acids (PUFA) is an important aspect in quality control of designer eggs.,butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3839,4489,263.0,267.0,eggs,210.0,216.0,copper,CIDs00011009,"Regarding egg loss, a higher effect was observed at higher copper concentrations: 80% of the females lost their eggs at 0.5 mg/L, whereas no hatching was seen in those exposed to 3 mg/",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3840,4620,880.0,884.0,eggs,866.0,869.0,PCB,,"Besides, based on PCB levels in eggs and the whole body in herbivore fishes, the transfer rate of PCBs was estimated to be approximately 10% of female body burdens.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3841,4621,880.0,884.0,eggs,946.0,950.0,PCBs,,"Besides, based on PCB levels in eggs and the whole body in herbivore fishes, the transfer rate of PCBs was estimated to be approximately 10% of female body burdens.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3842,4986,297.0,301.0,eggs,143.0,157.0,SiO(2)-SMO-MIP,,"The resulting SiO(2)-SMO-MIP nanoparticles have highly improved imprinting and adsorption capacity, and can be used for separation and determination of sulfonamides in eggs and milk.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3843,4987,297.0,301.0,eggs,281.0,293.0,sulfonamides,,"The resulting SiO(2)-SMO-MIP nanoparticles have highly improved imprinting and adsorption capacity, and can be used for separation and determination of sulfonamides in eggs and milk.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3844,6026,75.0,79.0,eggs,0.0,11.0,Decoquinate,CIDs00029112,"Decoquinate, a chemical coccidiostat used as a feed additive, can occur in eggs due to cross-contamination of feedstuffs for laying hens.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3845,6498,603.0,607.0,eggs,461.0,464.0,PCB,,"PCB bioaccumulation is related to the lipid content of tissues, particularly in fat tissues, in meat, liver and are transferred into milk and eggs.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3846,7020,121.0,125.0,eggs,35.0,42.0,mercury,CIDs00023931,American alligators are exposed to mercury (Hg) throughout their natural range and may maternally transfer Hg into their eggs.,butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3847,7021,121.0,125.0,eggs,44.0,46.0,Hg,CIDs00023931,American alligators are exposed to mercury (Hg) throughout their natural range and may maternally transfer Hg into their eggs.,butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3848,8078,977.0,981.0,eggs,913.0,917.0,PCBs,,We demonstrated a bioaccumulation of PCBs in males and females as well as a maternal transfer to the eggs.,butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3849,8950,1365.0,1369.0,eggs,1329.0,1332.0,PCB,,"The main animal-based contributors to PCB exposure were fish (49-64%) and eggs (19-36%), while OCP concentrations were mainly influenced by dairy products (32-48%) and fish (47-48%).",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3850,8951,1365.0,1369.0,eggs,1386.0,1389.0,OCP,,"The main animal-based contributors to PCB exposure were fish (49-64%) and eggs (19-36%), while OCP concentrations were mainly influenced by dairy products (32-48%) and fish (47-48%).",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3851,8986,648.0,652.0,eggs,610.0,618.0,selenium,CIDs06326970,"The reproduction studies with razorback suckers revealed that adults readily accumulated selenium in various tissues including eggs, and that 4.6 microg/g of selenium in food organisms caused increased mortality of larvae.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3852,9119,1219.0,1223.0,eggs,1158.0,1165.0,steroid,,"A 2-week medaka reproductive study indicated significant changes in plasma steroid levels; however, no changes in the average number of eggs produced or number of viable eggs which hatched was observed.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3853,9728,721.0,725.0,eggs,646.0,650.0,PCBs,,"Lipid and contaminant transfer were not always identical: The concentrations of PCBs, DDTs, and PBDEs (ng/g lipid weight) were about 15 times lower in the eggs compared to the muscle of their mother (e.g., 823 ng PCB/g",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3854,9729,721.0,725.0,eggs,652.0,656.0,DDTs,,"Lipid and contaminant transfer were not always identical: The concentrations of PCBs, DDTs, and PBDEs (ng/g lipid weight) were about 15 times lower in the eggs compared to the muscle of their mother (e.g., 823 ng PCB/g",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3855,9730,721.0,725.0,eggs,662.0,667.0,PBDEs,,"Lipid and contaminant transfer were not always identical: The concentrations of PCBs, DDTs, and PBDEs (ng/g lipid weight) were about 15 times lower in the eggs compared to the muscle of their mother (e.g., 823 ng PCB/g",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3856,9731,721.0,725.0,eggs,779.0,782.0,PCB,,"Lipid and contaminant transfer were not always identical: The concentrations of PCBs, DDTs, and PBDEs (ng/g lipid weight) were about 15 times lower in the eggs compared to the muscle of their mother (e.g., 823 ng PCB/g",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3857,10833,899.0,903.0,eggs,969.0,972.0,TBT,,"Furthermore, plankton surveys of the River Crouch show that the numbers of L. littorea eggs and veliger larvae have progressively increased, suggesting that TBT may have impaired periwinkle reproduction and/or survival of the eggs and larvae.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3858,11109,122.0,126.0,eggs,42.0,67.0,polychlorinated biphenyls,,"From 1977-1978 to 1990, concentrations of polychlorinated biphenyls (PCBs) and most organochlorine pesticides declined in eggs of red-breasted mergansers (Mergus serrator) nesting on islands in northwestern Lake Michigan.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3859,11110,122.0,126.0,eggs,69.0,73.0,PCBs,,"From 1977-1978 to 1990, concentrations of polychlorinated biphenyls (PCBs) and most organochlorine pesticides declined in eggs of red-breasted mergansers (Mergus serrator) nesting on islands in northwestern Lake Michigan.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3860,11111,122.0,126.0,eggs,84.0,98.0,organochlorine,,"From 1977-1978 to 1990, concentrations of polychlorinated biphenyls (PCBs) and most organochlorine pesticides declined in eggs of red-breasted mergansers (Mergus serrator) nesting on islands in northwestern Lake Michigan.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3861,12181,120.0,124.0,eggs,0.0,17.0,Chlortetracycline,CIDs51600099,Chlortetracycline (CTC) is one of the few antibiotics that can be used without any withdrawal period in chickens laying eggs intended for human consumption.,butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3862,12676,436.0,440.0,eggs,251.0,265.0,organochlorine,,"Concentrations of organochlorine pesticides and metabolites, polychlorinated biphenyls (PCBs), coplanar PCB toxic equivalents, polybrominated diphenyl ethers (PBDEs) and other flame retardants in sample eggs were generally greatest in the Delaware River.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3863,12677,436.0,440.0,eggs,294.0,319.0,polychlorinated biphenyls,,"Concentrations of organochlorine pesticides and metabolites, polychlorinated biphenyls (PCBs), coplanar PCB toxic equivalents, polybrominated diphenyl ethers (PBDEs) and other flame retardants in sample eggs were generally greatest in the Delaware River.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3864,12678,436.0,440.0,eggs,321.0,325.0,PCBs,,"Concentrations of organochlorine pesticides and metabolites, polychlorinated biphenyls (PCBs), coplanar PCB toxic equivalents, polybrominated diphenyl ethers (PBDEs) and other flame retardants in sample eggs were generally greatest in the Delaware River.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3865,12679,436.0,440.0,eggs,337.0,340.0,PCB,,"Concentrations of organochlorine pesticides and metabolites, polychlorinated biphenyls (PCBs), coplanar PCB toxic equivalents, polybrominated diphenyl ethers (PBDEs) and other flame retardants in sample eggs were generally greatest in the Delaware River.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
3866,12680,436.0,440.0,eggs,360.0,390.0,polybrominated diphenyl ethers,,"Concentrations of organochlorine pesticides and metabolites, polychlorinated biphenyls (PCBs), coplanar PCB toxic equivalents, polybrominated diphenyl ethers (PBDEs) and other flame retardants in sample eggs were generally greatest in the Delaware River.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
